Identifier,Title,Description,Currency,Amount Awarded,Award Date,Recipient Org:Identifier,Recipient Org:Name,Funding Org:Identifier,Funding Org:Name,Grant Programme:Title,Publisher:Prefix,Publisher:Name,Licence,Licence Name,_recipient_id,_recipient_name,_recipient_type,_recipient_income,_recipient_is_grantmaker,_may_be_regranted,Location:ladcd,Location:ladnm,Location:utlacd,Location:utlanm,Location:rgncd,Location:rgnnm,Location:ctrycd,Location:ctrynm,Location:latitude,Location:longitude,Location:source,_last_updated
360G-WCVA-27337,Third Sector Resilience Fund Phase 2,"""To open a centrally-located, satellite Hub in St. Catherine’s Walk shopping precinct, Carmarthen, to extend and complement existing Hub activity. Employ a new Hub Co-Ordinator and a Marketing person . We propose using the funding to: Grow delivery and improve sustainability; Provide a co-working facility for 20+ local businesses and an opportunity to showcase their goods/services; Buy a sign-in tablet and Slack messenger service so that co-workers can network whilst they are at the Hub/maximise the benefits of being present; Create a new webpage to allow businesses to book a co-working/meeting/event space and to pay for it online-so becoming self-sustaining;"" ",GBP,100000,29/03/2021,360G-WCVA-0010N00004M8pUkQAJ,Business In Focus Limited - Bridgend,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000013,Bridgend,W06000013,Bridgend,,,W92000004,Wales,51.51680023,-3.502853111,recipientOrganizationPostcode,03:24.7
360G-WCVA-27338,Third Sector Resilience Fund Phase 2,"We are seeking to improve our on-line presence by a major amendment to our website. The opportunity will be taken to incorporate digital marketing techniques,data collection and on-line payment to a management system providing market analysis features.  ",GBP,11825,29/03/2021,360G-WCVA-0010N00004M8orsQAB,Cardigan Bay Watersports,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.21130422,-4.358722594,recipientOrganizationPostcode,03:24.7
360G-WCVA-27339,Third Sector Resilience Fund Phase 2,"To improve our premises and upgrade our office, and digital capacity and reach. To employ a dedicated fundraiser and collaboration consultant  ",GBP,45700,29/03/2021,360G-WCVA-0010N000057W47kQAC,WellMama,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.91065511,-4.786594739,recipientOrganizationPostcode,03:24.7
360G-WCVA-27340,Third Sector Resilience Fund Phase 2,To build a second gym within this space to ensure we can continue to generate the income from contributions of membership which could be significantly reduced if we don't expand to diversify the Club ,GBP,30000,29/03/2021,360G-WCVA-0014G00002U4qPdQAJ,Prizefighter ABC,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.84615358,-4.326205388,recipientOrganizationPostcode,03:24.7
360G-WCVA-27341,Third Sector Resilience Fund Phase 2,"To extend HAHAV’s support services in Ceredigion by launching Plas Antaron day centre services and creating two new jobs. Our ethos remains volunteer led, but to recover from COVID and provide a sustainable legacy for our community, we have an immediate need to employ a Facilities Manager and a Fundraiser. ",GBP,54700,29/03/2021,360G-WCVA-0010N00004M8qbrQAB,Aberystwyth And District Hospice At Home Volunteers,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000008,Ceredigion,W06000008,Ceredigion,,,W92000004,Wales,52.38195295,-4.070940906,recipientOrganizationPostcode,03:24.7
360G-WCVA-27342,Third Sector Resilience Fund Phase 2,"""To deploy dedicated resources for enhancing our fundraising capabilities, deliver various ACF programmes and services for financing the MSME’s, and expanding in the following key areas. Digital transformation – Employ/procure an IT system support person to maintain and enhance the digital functionality.   Supporting programme expansion - Employ/procure a programme coordinator to manage the enterprise training programmes (Women Enterprise & ChangeMakers Programmes), organise the recruitment events and delivery of the enterprise courses etc.    Employ/procure a marketing/business development person/company . Partially fund the cost of the founder and CEO for strategic growth, developing key long term partnerships and leading the operational team to achieve the vision and mission of ACF."" ",GBP,84031,29/03/2021,360G-WCVA-0010N00004u7bbNQAQ,Assadaqaat Community Finance,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000015,Cardiff,W06000015,Cardiff,,,W92000004,Wales,51.48934122,-3.154745388,recipientOrganizationPostcode,03:24.7
360G-WCVA-27343,Third Sector Resilience Fund Phase 2,"To expand our Print workshop enterprise. We will employ an apprentice post to support the manager in delivering training and undertake more printing contracts. We will also be employing a community fundraiser - to increase community use of our Cafe, to run community events, and gain donation ",GBP,37500,29/03/2021,360G-WCVA-0014G00002cUQd4QAG,Stow Park Community Centre,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.58104875,-3.004284096,recipientOrganizationPostcode,03:24.7
360G-WCVA-27344,Third Sector Resilience Fund Phase 2, To employ a new Respitality and Fundraising Officer. The second phase of the role will focus on developing a sustainable fundraising strategy ,GBP,79372,29/03/2021,360G-WCVA-0010N00004M8j35QAB,Carers Trust South East Wales (CTSEW),GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000020,Torfaen,W06000020,Torfaen,,,W92000004,Wales,51.68562155,-3.025103013,recipientOrganizationPostcode,03:24.7
360G-WCVA-27345,Third Sector Resilience Fund Phase 2,"""We would use the funds to: -Staff salaries for those not furloughed -Salaries for furloughed staff sufficient to restore their earnings to the National Minimum Wage that are furloughed -Supplier invoices, including new invoices for continued service -Business rates  -Rent on buildings"" ",GBP,40000,29/03/2021,360G-WCVA-0014G00002cULntQAG,Sports For Champions UK CIC,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000005,Flintshire,W06000005,Flintshire,,,W92000004,Wales,53.21328724,-2.996397429,recipientOrganizationPostcode,03:24.7
360G-WCVA-27346,Third Sector Resilience Fund Phase 2,"We intend to use this money primarily to support our core functions in order that we can deliver our funded project work.  Additionally- Renewing and refreshing our online presence and Monitoring & Evaluation system to keep record of our activity, work, outcomes and progress. ",GBP,33400,29/03/2021,360G-WCVA-0010N00004KBuhKQAT,Tir Dewi,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.87836177,-5.175871638,recipientOrganizationPostcode,03:24.7
360G-WCVA-27347,Third Sector Resilience Fund Phase 2,To help ensure our survival we would like to seek funding for two new job posts; Campaigns Coordinator & Legacy Coordinator. To improve our impact in communities across Wales we would like to source funding for 6 places on the Institute of Fundraising; Certificate in Fundraising course. This includes the two new posts and existing Community Fundraising staff.  ,GBP,77774,29/03/2021,360G-WCVA-0010N00004KBVedQAH,Wales Air Ambulance - Llanelli,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.69032711,-4.131346527,recipientOrganizationPostcode,03:24.7
360G-WCVA-27348,Third Sector Resilience Fund Phase 2,To enable us to seek to ensure the viability of the project for the long term benefit of the community. Improve health and safety provision as a result of Covid19. ,GBP,33600,30/03/2021,360G-WCVA-0010N00004KBVsQQAX,Partneriaeth Ogwen,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000002,Gwynedd,W06000002,Gwynedd,,,W92000004,Wales,53.17872231,-4.056558012,recipientOrganizationPostcode,03:24.7
360G-WCVA-27352,Third Sector Resilience Fund Phase 2,"We will be seeking support to cover the first year of fundraising costs including a salary, based upon that work. We will be seeking support to create new functionality on our website for families and volunteers as well as marketing those new ways of engaging with us, to all our audiences. This will help to both improve our service and to increase our reach to families who need us. ",GBP,94950,30/03/2021,360G-WCVA-0014G00002PDNWwQAP,Home-start Cymru for Families,GB-CHC-218093,Wales Council for Voluntary Action,Third Sector Resilience Fund for Wales (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000010,Carmarthenshire,W06000010,Carmarthenshire,,,W92000004,Wales,51.79346918,-3.990957169,recipientOrganizationPostcode,03:24.7
360G-WCVA-26912,Voluntary Services Recovery Fund,"We will develop a COVID19 volunteer programme that will focus on supporting and developing well-being activities that will support our most at need, through such activities as arts & crafts, music, educational based, etc, to physical activities such as keep fit, adapting to the participants current situations where needed.",GBP,35830,31/03/2021,360G-WCVA-0010N00004MAXlfQAH,Merthyr Tydfil Leisure Trust,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000024,Merthyr Tydfil,W06000024,Merthyr Tydfil,,,W92000004,Wales,51.74621494,-3.375655386,recipientOrganizationPostcode,03:24.7
360G-WCVA-27045,Voluntary Services Recovery Fund,"The funding will support Milford Youth Matters offer a comprehensive package to young people within the community aiding them with physical, emotional and well-being support. Young people respond well to experiential learning; our aim is to ensure the process is fun and engaging. ",GBP,14900,31/03/2021,360G-WCVA-0010N00004KBuaYQAT,Milford Youth Matters,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000009,Pembrokeshire,W06000009,Pembrokeshire,,,W92000004,Wales,51.71657458,-5.035677171,recipientOrganizationPostcode,03:24.7
360G-WCVA-27171,MEL Online - A pandemic-resilient Monitoring Evaluation and Learning platform for our beekeeping pro,"COVID-19 in Africa is causing urban people to become unemployed and return to rural areas, creating a surge in demand for our training services.  We urgently need this online platform for us and our partners in Africa to scale up to efficiently deliver far more, high quality beekeeping training.",GBP,13944.4,01/04/2021,360G-WCVA-0010N00004M8mnzQAB,Bees for Development Trust,GB-CHC-218093,Wales Council for Voluntary Action,Wales for Africa Grant Scheme,360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000021,Monmouthshire,W06000021,Monmouthshire,,,W92000004,Wales,51.81392104,-2.712422073,recipientOrganizationPostcode,03:24.7
360G-WCVA-27179,Mufakose Covid-19 Response,"For continuity & sunstaibility of phase 1 of WG Emergency Respond covid-19 grant. The grant will used to buy food items for 10 community kitchens, sanitizers for 18 stations, PPE for volunteers and volunteer expenses while Combating misinformation about virus transmission, prevention and treatment methods.",GBP,7800,01/04/2021,360G-WCVA-0010N00004M8o5VQAR,Zimbabwe Newport Volunteering Association,GB-CHC-218093,Wales Council for Voluntary Action,Wales for Africa Grant Scheme,360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000022,Newport,W06000022,Newport,,,W92000004,Wales,51.58350392,-2.968181641,recipientOrganizationPostcode,03:24.7
360G-WCVA-27204,Voluntary Services Recovery Fund,This company will help work with other voluntary organisations and charities that are involved with mental health and disability groups. This is an outdoor interactive learning experience that also helps the individual develop on their personal skills and mental wellbeing. ,GBP,12300,01/04/2021,360G-WCVA-0014G00002WKAhTQAX,Agri-cation CIC,GB-CHC-218093,Wales Council for Voluntary Action,Voluntary Services Recovery Fund (COVID),360G-WCVA,Wales Council for Voluntary Action,https://creativecommons.org/licenses/by/4.0/,Creative Commons Attribution 4.0 International (CC BY 4.0),,,,,FALSE,FALSE,W06000006,Wrexham,W06000006,Wrexham,,,W92000004,Wales,53.00322091,-2.905814791,recipientOrganizationPostcode,03:24.7
